candidate_id,rank,score,reasoning
CAND_0042029,51,0.5480,"6yr Machine Learning Engineer; currently Senior Data Scientist at Flipkart. Verified skills: YOLO, PyTorch, NLP, RAG, Haystack. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 45d — acceptable but longer than preferred. Strong GitHub activity (78.7/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0018549,52,0.5470,"7yr Machine Learning Engineer; currently Recommendation Systems Engineer at Uber. Verified skills: Computer Vision, Weaviate, Kubernetes, Elasticsearch, BigQuery. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 60d — acceptable but longer than preferred. Moderate GitHub activity (56.3/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0030031,53,0.5469,"6yr Machine Learning Engineer; currently AI Engineer at Microsoft. Verified skills: Information Retrieval, PyTorch, Object Detection, Python, NLP. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Moderate GitHub activity (32.4/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0020350,54,0.5456,"6yr Applied ML Engineer; currently AI Engineer at Zoho. Verified skills: Content Writing, MLOps, NLP, GANs, LoRA. Weak semantic match; included for other signals. Notice: 30d — within buyout range. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0095528,55,0.5454,"5yr Machine Learning Engineer; currently Senior Data Scientist at Netflix. Verified skills: Feature Engineering, OpenSearch, PyTorch, Semantic Search, Vector Search. Weak semantic match; included for other signals. Notice: 45d — acceptable but longer than preferred. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0027691,56,0.5401,"6yr Applied ML Engineer; currently NLP Engineer at Haptik. Verified skills: SAP, LoRA, PEFT, Recommendation Systems, Statistical Modeling. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 15d — within buyout range. Moderate GitHub activity (58.5/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0068811,57,0.5383,"8yr Applied ML Engineer; currently Applied ML Engineer at Freshworks. Verified skills: Data Science, Vector Search, Speech Recognition, TTS, Kubeflow. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0087364,58,0.5344,"5yr Applied ML Engineer; currently Recommendation Systems Engineer at Glance. Verified skills: Deep Learning, TypeScript, Qdrant, Milvus, LlamaIndex. Weak semantic match; included for other signals. Notice: 30d — within buyout range. High trust (100%) — skills well-supported by career history."
CAND_0060054,59,0.5329,"6yr AI Engineer; currently AI Engineer at Mad Street Den. Verified skills: Diffusion Models, TensorFlow, Weaviate, FAISS, Time Series. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 15d — within buyout range. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0099806,60,0.5303,"5yr Machine Learning Engineer; currently AI Engineer at Mad Street Den. Verified skills: LoRA, OpenCV, Statistical Modeling, RAG, Agile. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Strong GitHub activity (86.9/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0071974,61,0.5273,"8yr Machine Learning Engineer; currently Senior AI Engineer at Netflix. Verified skills: LoRA, Learning to Rank, Weaviate, PEFT, BM25. Weak semantic match; included for other signals. Notice: 45d — acceptable but longer than preferred. Strong GitHub activity (82.8/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0078002,62,0.5269,"6yr Applied ML Engineer; currently Machine Learning Engineer at Meta. Verified skills: Statistical Modeling, pgvector, Flask, FastAPI, TensorFlow. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 60d — acceptable but longer than preferred. Moderate GitHub activity (50.6/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0039521,63,0.5256,"3yr Machine Learning Engineer; currently Search Engineer at Salesforce. Verified skills: Accounting, Time Series, Hugging Face Transformers, BentoML, Forecasting. Weak semantic match; included for other signals. Notice: 30d — within buyout range. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0036437,64,0.5233,"5yr Machine Learning Engineer; currently Search Engineer at Rephrase.ai. Verified skills: Go, Kubeflow, OpenSearch, Elasticsearch, Feature Engineering. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. Moderate GitHub activity (35.2/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0033861,65,0.5227,"8yr Machine Learning Engineer; currently Senior NLP Engineer at Mad Street Den. Verified skills: Reinforcement Learning, Weaviate, LoRA, LLMs, Machine Learning. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. Moderate GitHub activity (32.6/100). High trust (100%) — skills well-supported by career history."
CAND_0062247,66,0.5225,"7yr AI Engineer; currently AI Engineer at Google. Verified skills: Image Classification, OpenCV, Reinforcement Learning, ASR, Pinecone. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Moderate GitHub activity (52.7/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0078042,67,0.5214,"5yr Applied ML Engineer; currently Applied ML Engineer at PolicyBazaar. Verified skills: OpenSearch, Diffusion Models, PyTorch, Sentence Transformers, Figma. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. Strong GitHub activity (83.6/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0096172,68,0.5210,"5yr Machine Learning Engineer; currently NLP Engineer at Krutrim. Verified skills: OpenSearch, Haystack, Forecasting, Elasticsearch, Semantic Search. Weak semantic match; included for other signals. Notice: 45d — acceptable but longer than preferred. Moderate GitHub activity (65.0/100). High trust (100%) — skills well-supported by career history."
CAND_0098846,69,0.5194,"8yr Machine Learning Engineer; currently AI Engineer at upGrad. Verified skills: YOLO, Kubeflow, Hugging Face Transformers, Hadoop, PEFT. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 45d — acceptable but longer than preferred. Strong GitHub activity (86.2/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0026942,70,0.5165,"6yr Machine Learning Engineer; currently Junior ML Engineer at Verloop.io. Verified skills: Learning to Rank, LangChain, CNN, Microservices, TensorFlow. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Moderate GitHub activity (67.1/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0043228,71,0.5156,"7yr Applied ML Engineer; currently Applied ML Engineer at Zoho. Verified skills: BigQuery, NLP, ASR, Hugging Face Transformers, FastAPI. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. Moderate GitHub activity (47.6/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0014440,72,0.5145,"6yr Machine Learning Engineer; currently Recommendation Systems Engineer at CRED. Verified skills: Elasticsearch, Diffusion Models, Milvus, Machine Learning, Feature Engineering. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 60d — acceptable but longer than preferred. Strong GitHub activity (89.5/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0041669,73,0.5135,"8yr Machine Learning Engineer; currently Recommendation Systems Engineer at CRED. Verified skills: FAISS, Milvus, PEFT, Diffusion Models, MLflow. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 60d — acceptable but longer than preferred. Strong GitHub activity (70.9/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0002120,74,0.5124,"6yr Machine Learning Engineer; currently ML Engineer at HCL. Verified skills: RAG, ETL, Hugging Face Transformers, Information Retrieval, Six Sigma. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 45d — acceptable but longer than preferred. Moderate GitHub activity (50.4/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0068351,75,0.5110,"6yr Machine Learning Engineer; currently Lead AI Engineer at Sarvam AI. Verified skills: pgvector, Deep Learning, Qdrant, Elasticsearch, Feature Engineering. Weak semantic match; included for other signals. Immediately available. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking."
CAND_0070525,76,0.5092,"5yr Machine Learning Engineer; currently Senior Software Engineer (ML) at Mad Street Den. Verified skills: Apache Beam, Recommendation Systems, Feature Engineering, Python, GANs. Weak semantic match; included for other signals. Notice: 45d — acceptable but longer than preferred. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0015528,77,0.5070,"7yr Applied ML Engineer; currently Applied ML Engineer at Krutrim. Verified skills: Docker, Weaviate, BentoML, Weights & Biases, LangChain. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Moderate GitHub activity (50.6/100). High trust (100%) — skills well-supported by career history. Adjacent skills — included near cutoff for broad coverage."
CAND_0091745,78,0.5068,"6yr Applied ML Engineer; currently Junior ML Engineer at Locobuzz. Verified skills: PostgreSQL, Deep Learning, Embeddings, Fine-tuning LLMs, Java. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. Moderate GitHub activity (31.7/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0087630,79,0.5058,"7yr Applied ML Engineer; currently AI Engineer at Vedantu. Verified skills: Data Science, GANs, ASR, Elasticsearch, Flask. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0030468,80,0.5038,"5yr Applied ML Engineer; currently Senior Applied Scientist at Swiggy. Verified skills: Information Retrieval Systems, Content Matching, Text Encoders, TensorFlow, Search & Discovery. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 45d — acceptable but longer than preferred. Moderate GitHub activity (45.0/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0013613,81,0.5037,"5yr Machine Learning Engineer; currently Machine Learning Engineer at Adobe. Verified skills: Speech Recognition, LoRA, Computer Vision, TensorFlow, Object Detection. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 60d — acceptable but longer than preferred. Moderate GitHub activity (66.7/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0075249,82,0.5037,"6yr Applied ML Engineer; currently Applied ML Engineer at Zomato. Verified skills: Sentence Transformers, Milvus, Machine Learning, Fine-tuning LLMs, MLflow. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 45d — acceptable but longer than preferred. Moderate GitHub activity (36.8/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0049538,83,0.5035,"6yr Applied ML Engineer; currently Applied ML Engineer at Saarthi.ai. Verified skills: LlamaIndex, Feature Engineering, MLflow, Computer Vision, TTS. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Strong GitHub activity (90.8/100) — external proof of work. High trust (100%) — skills well-supported by career history. Adjacent skills — included near cutoff for broad coverage."
CAND_0020877,84,0.5033,"5yr Applied ML Engineer; currently Applied ML Engineer at CRED. Verified skills: QLoRA, Kubeflow, YOLO, Elasticsearch, PyTorch. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 60d — acceptable but longer than preferred. Strong GitHub activity (74.4/100) — external proof of work. High trust (100%) — skills well-supported by career history. Adjacent skills — included near cutoff for broad coverage."
CAND_0065878,85,0.5031,"8yr Machine Learning Engineer; currently Senior Data Scientist at Niramai. Verified skills: scikit-learn, RAG, Computer Vision, pgvector, QLoRA. Weak semantic match; included for other signals. Notice: 15d — within buyout range. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0050297,86,0.5004,"3yr Machine Learning Engineer; currently Junior ML Engineer at Krutrim. Verified skills: Kubeflow, YOLO, Haystack, scikit-learn, Reinforcement Learning. Weak semantic match; included for other signals. Notice: 45d — acceptable but longer than preferred. High trust (100%) — skills well-supported by career history. Adjacent skills — included near cutoff for broad coverage."
CAND_0025640,87,0.4991,"6yr Machine Learning Engineer; currently AI Research Engineer at HCL. Verified skills: Semantic Search, PEFT, Information Retrieval, Weights & Biases, FAISS. Weak semantic match; included for other signals. Notice: 30d — within buyout range. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0077285,88,0.4958,"6yr Machine Learning Engineer; currently Recommendation Systems Engineer at Nykaa. Verified skills: OpenCV, Excel, LoRA, Reinforcement Learning, Pinecone. Weak semantic match; included for other signals. Notice: 60d — acceptable but longer than preferred. Strong GitHub activity (75.6/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0093193,89,0.4946,"8yr AI Engineer; currently Senior Machine Learning Engineer at Niramai. Verified skills: Ranking Systems, Text Encoders, Indexing Algorithms, Forecasting, Vector Representations. Weak semantic match; included for other signals. Notice: 45d — acceptable but longer than preferred. Moderate GitHub activity (34.2/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0051292,90,0.4938,"5yr Applied ML Engineer; currently Applied ML Engineer at Freshworks. Verified skills: Vue.js, pgvector, FAISS, BentoML, LLMs. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. Moderate GitHub activity (61.7/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0044855,91,0.4936,"7yr Machine Learning Engineer; currently Senior Data Scientist at Flipkart. Verified skills: Object Detection, Learning to Rank, Hugging Face Transformers, OpenSearch, BentoML. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 60d — acceptable but longer than preferred. Moderate GitHub activity (46.7/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0043860,92,0.4913,"6yr Machine Learning Engineer; currently Junior ML Engineer at Aganitha. Verified skills: pgvector, Feature Engineering, Object Detection, Semantic Search, Information Retrieval. Weak semantic match; included for other signals. Notice: 30d — within buyout range. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0008239,93,0.4907,"4yr AI Engineer; currently AI Engineer at Apple. Verified skills: Milvus, Computer Vision, Feature Engineering, Semantic Search, Diffusion Models. Weak semantic match; included for other signals. Notice: 15d — within buyout range. Moderate GitHub activity (56.6/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0097176,94,0.4883,"6yr Machine Learning Engineer; currently ML Engineer at TCS. Verified skills: Angular, FAISS, Speech Recognition, LlamaIndex, GANs. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Moderate GitHub activity (45.4/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0032807,95,0.4871,"4yr Machine Learning Engineer; currently Machine Learning Engineer at CRED. Verified skills: OpenSearch, OpenCV, scikit-learn, Python, LLMs. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 90d — concern, above preferred range. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0012888,96,0.4832,"6yr Machine Learning Engineer; currently Junior ML Engineer at Genpact AI. Verified skills: Kubernetes, Machine Learning, Redux, scikit-learn, LlamaIndex. Weak semantic match; included for other signals. Notice: 30d — within buyout range. Moderate GitHub activity (46.6/100). High trust (100%) — skills well-supported by career history. Adjacent skills — included near cutoff for broad coverage."
CAND_0064331,97,0.4794,"4yr Machine Learning Engineer; currently Senior Software Engineer (ML) at Swiggy. Verified skills: LLMs, BentoML, Forecasting, Data Science, TensorFlow. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. No GitHub linked — reduced external validation for closed-source work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0064326,98,0.4772,"8yr Machine Learning Engineer; currently Search Engineer at Sarvam AI. Verified skills: scikit-learn, PyTorch, Milvus, Deep Learning, Semantic Search. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 45d — acceptable but longer than preferred. Moderate GitHub activity (61.4/100). High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0032527,99,0.4762,"4yr Machine Learning Engineer; currently Junior ML Engineer at Flipkart. Verified skills: Diffusion Models, Apache Flink, Deep Learning, MLflow, Data Science. Weak semantic match; included for other signals. Tier-1 Indian product company experience — strong culture fit signal. Notice: 30d — within buyout range. Strong GitHub activity (75.3/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
CAND_0051615,100,0.4744,"5yr Machine Learning Engineer; currently Search Engineer at Meta. Verified skills: RAG, HTML, Data Science, Milvus, TTS. Weak semantic match; included for other signals. Notice: 60d — acceptable but longer than preferred. Strong GitHub activity (94.6/100) — external proof of work. High trust (100%) — skills well-supported by career history. High platform engagement — responsive and actively seeking. Adjacent skills — included near cutoff for broad coverage."
